key_title,key_rdate,key_cont
"""막말 사과해""vs""못해""…중국시장 테마주 약세",2023.06.12 10:05,주한 중국대사의 막말에 우리 정부가 항의하고 나서자 중국 관련 종목들이 약세를 보이고 있다.한중 양국 외교당국의 항의 공방으로 갈등이 격화하자 중국시장 ...
"알에프세미, 195억 규모 LFP셀 공급 계약…주가 9% '상승'",2023.06.12 09:14,알에프세미가 장 초반 강세를 보이고 있다. 195억원 규모의 2차전지 셀 공급 계약을 맺었다는 소식에 투자심리가 개선된 것으로 풀이된다.12일 오전 9시...
"""더는 못 버텨요""…'7만전자' 찍자 본전 챙기고 떠난 개미들",2023.06.11 09:33,"14개월 만에 7만전자를 회복한 삼성전자를 두고 개인 투자자들이 매도 행렬을 이어가고 있다. 주가가 오랜시간 답보상태에 머물었던 만큼, 향후 주가의 향방..."
1년 만에 2640선 넘은 코스피…환율 1200원대 안착,2023.06.09 16:02,코스피가 외국인과 기관의 매수세에 연중 최고점을 또다시 경신했다. 원달러 환율은 종가 기준 지난 3월 이후 가장 낮은 수준까지 떨어졌다.9일 코스피는 전...
"""스트레이키즈, 초동 신기록""…JYP엔터, 52주 최고가 경신",2023.06.09 09:55,JYP엔터테인먼트의 주가가 급등하고 있다. 스트레이키즈의 앨범이 역대 K팝 아티스트 가운데 초동(앨범 발매 후 1주일간 판매량) 1위를 기록한 ...
 실적·수주 함께 뜨는 HD현대중공업…2011년 영광 재현할까,2023.06.09 07:58,※한경 마켓PRO 텔레그램을 구독하시면 프리미엄 투자 콘텐츠를 보다 편리하게 볼 수 있습니다. 텔레그렘에서 ‘마켓PRO&rs...
"원/달러 환율 0.1원 내린 1,303.7원 마감",2023.06.08 15:50,"8일 원/달러 환율이 보합권에서 마감했다. 이날 서울 외환시장에서 달러 대비 원화 환율은 전 거래일 종가보다 0.1원 내린 1,303.7원에 거래를 마쳤..."
"""예스티, 신규 라인업 성과 기대…올해 흑자전환 전망""-한양",2023.06.08 09:59,한양증권은 8일 예스티에 대해 신규 장비들의 성과가 기대된다고 평가했다. 목표가와 투자의견은 별도로 제시하지 않았다. 올 1분기 예스티 실적은 ...
"""포스코홀딩스, 철강 업황 개선돼 2분기 실적 회복될 것""-현대차",2023.06.08 08:12,"현대차증권은 8일 POSCO홀딩스의 주가에 대해 철강 시황 개선, 리튬 가치 상승에 힘입어 주가가 우상향 흐름을 보일 것으로 전망했다. 투자의견은 ..."
"광명전기, 삼성전자와 104억 규모 공급계약 [주목 e공시]",2023.06.07 14:19,광명전기는 삼성전자와 평택 P4 PH1 복합동 수배전반 공급계약을 체결했다고 7일 공시했다.계약금액은 104억원으로 작년 매출액의 7.54%에 해당하는 ...
"힘스, 삼성디스플레이와 54억원 규모 공급계약 [주목 e공시]",2023.06.07 09:57,힘스는 삼성디스플레이와 디스플레이 제조장비 공급계약을 체결했다고 7일 공시했다.계약금액은 53억6460만원으로 작년 매출액의 17.01%에 해당하는 규모...
"""포스코퓨처엠, 2차전지 소재 업체 '톱픽'…경쟁력 갖춰""-현대차",2023.06.07 08:37,현대차증권은 7일 포스코퓨처엠을 2차전지 소재 업체 중 톱픽(최선호주)으로 제시했다. 최근 얼티엄셀즈와 양극재 공급 계약을 체결하는 등 포스코퓨처엠의 시...
엔비디아 담았더니…올 들어 70% 급등,2023.06.06 16:34,최근 무서운 상승세를 이어가고 있는 미국 반도체 업체 엔비디아가 국내에서 거래되는 상장지수펀드(ETF)들의 성적표도 좌우하고 있다. 엔비디아를 담은 일부...
"바이낸스 ""SEC 제소, 적극 방어할 것""",2023.06.06 07:07,5일(현지시간) 블룸버그 통신에 따르면 '미국 증권거래위원회(SEC)가 바이낸스와 자오창펑 최고경영자(CEO)를 미국 증권법 위반 혐의로 제소했다'고 보...
"김진원 아레스 대표, NFSWA재단 ‘우수혁신 IT기업가상’ 수상",2023.06.05 15:06,방산 관련 모델링&시뮬레이션 기업인 아레스는 김진원 대표이사가 미 국무성 인가 NFSWA(The National Foundation For Social ...
"힘스, 삼성디스플레이와 60억 규모 제조장비 공급계약 [주목 e공시]",2023.06.05 10:04,힘스는 삼성디스플레이와 60억원 규모의 디스플레이 제조장비 공급계약을 체결했다고 5일 공시했다. 계약금액은 지난해 매출의 19.15%에 해당하는 규모다....
